"Year","Month","er_MSL","er_SLG1","er_SLG2","er_SLG3","er_SLG4","er_SLG5","er_SLG6","er_SLG7","er_SLG8","er_SLG9","er_SLG10","er_SLG11","er_SLG12","er_SLG13","er_CaG1","er_CaG2","er_CaG3","er_CaG4","er_CaG5","er_CaG6","MeanNoMG","MeanW_MG"
"1952","5","174.759","174.75","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.769","NA","NA","NA","NA","NA","NA","NA","174.7595","174.759333333333"
"1952","6","174.75","174.741","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.739","NA","NA","NA","NA","NA","NA","NA","174.74","174.743333333333"
"1952","7","174.683","174.707","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.663","NA","NA","NA","NA","NA","NA","NA","174.685","174.684333333333"
"1952","8","174.595","174.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.617","NA","NA","NA","NA","NA","NA","NA","174.6085","174.604"
"1952","9","174.512","174.546","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.489","NA","NA","NA","NA","NA","NA","NA","174.5175","174.515666666667"
"1952","10","174.32","174.418","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.257","NA","NA","NA","NA","NA","NA","NA","174.3375","174.331666666667"
"1952","11","174.183","174.28","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.093","NA","NA","NA","NA","NA","NA","NA","174.1865","174.185333333333"
"1952","12","174.183","174.302","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.111","NA","NA","NA","NA","NA","NA","NA","174.2065","174.198666666667"
"1953","1","174.238","174.277","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.196","NA","NA","NA","NA","NA","NA","NA","174.2365","174.237"
"1953","2","174.235","174.372","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.135","NA","NA","NA","NA","NA","NA","NA","174.2535","174.247333333333"
"1953","3","174.305","174.357","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.303","NA","NA","NA","NA","NA","NA","NA","174.33","174.321666666667"
"1953","4","174.381","174.436","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.343","NA","NA","NA","NA","NA","NA","NA","174.3895","174.386666666667"
"1953","5","174.473","174.445","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.495","NA","NA","NA","NA","NA","NA","NA","174.47","174.471"
"1953","6","174.561","174.549","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.565","NA","NA","NA","NA","NA","NA","NA","174.557","174.558333333333"
"1953","7","174.525","174.546","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.535","NA","NA","NA","NA","NA","NA","NA","174.5405","174.535333333333"
"1953","8","174.482","174.475","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.495","NA","NA","NA","NA","NA","NA","NA","174.485","174.484"
"1953","9","174.345","174.39","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.327","NA","NA","NA","NA","NA","NA","NA","174.3585","174.354"
"1953","10","174.226","174.201","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.23","NA","NA","NA","NA","NA","NA","NA","174.2155","174.219"
"1953","11","174.116","174.186","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.056","NA","NA","NA","NA","NA","NA","NA","174.121","174.119333333333"
"1953","12","174.031","174.262","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.87","NA","NA","NA","NA","NA","NA","NA","174.066","174.054333333333"
"1954","1","174.022","174.052","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.995","NA","NA","NA","NA","NA","NA","NA","174.0235","174.023"
"1954","2","173.976","174","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.971","NA","NA","NA","NA","NA","NA","NA","173.9855","173.982333333333"
"1954","3","174.128","174.241","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.078","NA","NA","NA","NA","NA","NA","NA","174.1595","174.149"
"1954","4","174.387","174.381","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.41","NA","NA","NA","NA","NA","NA","NA","174.3955","174.392666666667"
"1954","5","174.476","174.497","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.483","NA","NA","NA","NA","NA","NA","NA","174.49","174.485333333333"
"1954","6","174.448","174.488","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.455","NA","NA","NA","NA","NA","NA","NA","174.4715","174.463666666667"
"1954","7","174.409","174.433","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.428","NA","NA","NA","NA","NA","NA","NA","174.4305","174.423333333333"
"1954","8","174.348","174.366","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.346","NA","NA","NA","NA","NA","NA","NA","174.356","174.353333333333"
"1954","9","174.247","174.293","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.224","NA","NA","NA","NA","NA","NA","NA","174.2585","174.254666666667"
"1954","10","174.296","174.369","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.263","NA","NA","NA","NA","NA","NA","NA","174.316","174.309333333333"
"1954","11","174.311","174.399","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.245","NA","NA","NA","NA","NA","NA","NA","174.322","174.318333333333"
"1954","12","174.293","174.372","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.267","NA","NA","NA","NA","NA","NA","NA","174.3195","174.310666666667"
"1955","1","174.357","174.475","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.294","NA","NA","NA","NA","NA","NA","NA","174.3845","174.375333333333"
"1955","2","174.293","174.286","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.291","NA","NA","NA","NA","NA","NA","NA","174.2885","174.29"
"1955","3","174.457","174.558","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.367","NA","NA","NA","NA","NA","NA","NA","174.4625","174.460666666667"
"1955","4","174.558","174.555","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.58","NA","NA","NA","NA","NA","NA","NA","174.5675","174.564333333333"
"1955","5","174.561","174.573","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.577","NA","NA","NA","NA","NA","NA","NA","174.575","174.570333333333"
"1955","6","174.525","174.543","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.544","NA","NA","NA","NA","NA","NA","NA","174.5435","174.537333333333"
"1955","7","174.454","174.454","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.498","NA","NA","NA","NA","NA","NA","NA","174.476","174.468666666667"
"1955","8","174.409","174.396","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.413","NA","NA","NA","NA","NA","NA","NA","174.4045","174.406"
"1955","9","174.278","174.256","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.306","NA","NA","NA","NA","NA","NA","NA","174.281","174.28"
"1955","10","174.174","174.262","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.102","NA","NA","NA","NA","NA","NA","NA","174.182","174.179333333333"
"1955","11","174.046","174.265","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.876","NA","NA","NA","NA","NA","NA","NA","174.0705","174.062333333333"
"1955","12","174.006","174.11","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.916","NA","NA","NA","NA","NA","NA","NA","174.013","174.010666666667"
"1956","1","173.921","173.902","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.898","NA","NA","NA","NA","NA","NA","NA","173.9","173.907"
"1956","2","173.75","173.79","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.742","NA","NA","NA","NA","NA","NA","NA","173.766","173.760666666667"
"1956","3","173.93","173.936","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.931","NA","NA","NA","NA","NA","NA","NA","173.9335","173.932333333333"
"1956","4","174.089","174.125","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.062","NA","NA","NA","NA","NA","NA","NA","174.0935","174.092"
"1956","5","174.329","174.354","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.343","NA","NA","NA","NA","NA","NA","NA","174.3485","174.342"
"1956","6","174.393","174.418","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.382","NA","NA","NA","NA","NA","NA","NA","174.4","174.397666666667"
"1956","7","174.387","174.399","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.379","NA","NA","NA","NA","NA","NA","NA","174.389","174.388333333333"
"1956","8","174.36","174.402","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.337","NA","NA","NA","NA","NA","NA","NA","174.3695","174.366333333333"
"1956","9","174.262","174.311","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.27","NA","NA","NA","NA","NA","NA","NA","174.2905","174.281"
"1956","10","174.095","174.11","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.139","NA","NA","NA","NA","NA","NA","NA","174.1245","174.114666666667"
"1956","11","173.945","174.107","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.843","NA","NA","NA","NA","NA","NA","NA","173.975","173.965"
"1956","12","173.909","174.006","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.822","NA","NA","NA","NA","NA","NA","NA","173.914","173.912333333333"
"1957","1","173.857","173.966","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.794","NA","NA","NA","NA","NA","NA","NA","173.88","173.872333333333"
"1957","2","173.851","173.848","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.84","NA","NA","NA","NA","NA","NA","NA","173.844","173.846333333333"
"1957","3","173.918","173.921","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.901","NA","NA","NA","NA","NA","NA","NA","173.911","173.913333333333"
"1957","4","174.11","174.131","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.117","NA","NA","NA","NA","NA","NA","NA","174.124","174.119333333333"
"1957","5","174.229","174.186","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.263","NA","NA","NA","NA","NA","NA","NA","174.2245","174.226"
"1957","6","174.244","174.265","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.218","NA","NA","NA","NA","NA","NA","NA","174.2415","174.242333333333"
"1957","7","174.314","174.329","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.303","NA","NA","NA","NA","NA","NA","NA","174.316","174.315333333333"
"1957","8","174.198","174.189","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.193","NA","NA","NA","NA","NA","NA","NA","174.191","174.193333333333"
"1957","9","174.083","174.113","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.059","NA","NA","NA","NA","NA","NA","NA","174.086","174.085"
"1957","10","173.955","173.966","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.953","NA","NA","NA","NA","NA","NA","NA","173.9595","173.958"
"1957","11","173.808","174.04","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.672","NA","NA","NA","NA","NA","NA","NA","173.856","173.84"
"1957","12","173.848","173.957","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.782","NA","NA","NA","NA","NA","NA","NA","173.8695","173.862333333333"
"1958","1","173.875","173.951","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.806","NA","NA","NA","NA","NA","NA","NA","173.8785","173.877333333333"
"1958","2","173.717","173.774","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.651","NA","NA","NA","NA","NA","NA","NA","173.7125","173.714"
"1958","3","173.741","173.729","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.767","NA","NA","NA","NA","NA","NA","NA","173.748","173.745666666667"
"1958","4","173.802","173.796","NA","NA","NA","NA","NA","NA","173.811","NA","NA","NA","173.846","NA","NA","NA","NA","NA","NA","NA","173.817666666667","173.81375"
"1958","5","173.839","173.854","NA","NA","NA","NA","NA","NA","173.833","NA","NA","NA","173.87","NA","NA","NA","NA","NA","NA","NA","173.852333333333","173.849"
"1958","6","173.872","173.921","NA","NA","NA","NA","NA","NA","173.893","NA","NA","NA","173.882","NA","NA","NA","NA","NA","NA","NA","173.898666666667","173.892"
"1958","7","173.952","173.976","NA","NA","NA","NA","NA","NA","173.957","NA","NA","NA","173.962","NA","NA","NA","NA","NA","NA","NA","173.965","173.96175"
"1958","8","173.952","173.988","NA","NA","NA","NA","NA","NA","173.964","NA","NA","NA","173.925","NA","NA","NA","NA","NA","NA","NA","173.959","173.95725"
"1958","9","173.888","173.921","NA","NA","NA","NA","NA","NA","173.863","NA","NA","NA","173.846","NA","NA","NA","NA","NA","NA","NA","173.876666666667","173.8795"
"1958","10","173.76","173.82","NA","NA","NA","NA","NA","NA","173.781","NA","NA","NA","173.709","NA","NA","NA","NA","NA","NA","NA","173.77","173.7675"
"1958","11","173.638","173.814","NA","NA","NA","NA","NA","NA","173.735","NA","NA","NA","173.508","NA","NA","NA","NA","NA","NA","NA","173.685666666667","173.67375"
"1958","12","173.571","173.71","NA","NA","NA","NA","NA","NA","173.647","NA","NA","NA","173.492","NA","NA","NA","NA","NA","NA","NA","173.616333333333","173.605"
"1959","1","173.522","173.634","NA","NA","NA","NA","NA","NA","173.607","NA","NA","NA","173.498","NA","NA","NA","NA","NA","NA","NA","173.579666666667","173.56525"
"1959","2","173.656","173.665","NA","NA","NA","NA","NA","NA","173.674","NA","NA","NA","173.697","NA","NA","NA","NA","NA","NA","NA","173.678666666667","173.673"
"1959","3","173.79","173.787","NA","NA","NA","NA","NA","NA","173.802","NA","NA","NA","173.779","NA","NA","NA","NA","NA","NA","NA","173.789333333333","173.7895"
"1959","4","173.961","173.954","NA","NA","NA","NA","NA","NA","173.954","NA","NA","NA","173.965","NA","NA","NA","NA","NA","NA","NA","173.957666666667","173.9585"
"1959","5","174.092","174.07","NA","NA","NA","NA","NA","NA","174.082","NA","NA","NA","174.114","NA","NA","NA","NA","NA","NA","NA","174.088666666667","174.0895"
"1959","6","174.08","174.082","NA","NA","NA","174.076","NA","NA","174.079","NA","NA","NA","174.096","NA","NA","NA","NA","NA","NA","NA","174.08325","174.0826"
"1959","7","173.994","174.018","NA","NA","NA","173.984","NA","NA","174.006","NA","NA","NA","173.986","NA","NA","NA","NA","NA","NA","NA","173.9985","173.9976"
"1959","8","173.924","173.936","NA","NA","NA","173.908","NA","NA","173.933","NA","NA","NA","173.919","NA","NA","NA","NA","NA","NA","NA","173.924","173.924"
"1959","9","173.817","173.808","NA","NA","NA","173.82","NA","NA","173.808","NA","NA","NA","173.837","NA","NA","NA","NA","NA","NA","NA","173.81825","173.818"
"1959","10","173.778","173.829","NA","NA","NA","173.762","NA","NA","173.811","NA","NA","NA","173.764","NA","NA","NA","NA","NA","NA","NA","173.7915","173.7888"
"1959","11","173.702","173.86","NA","NA","NA","173.646","NA","NA","173.802","NA","NA","NA","173.602","NA","NA","NA","NA","NA","NA","NA","173.7275","173.7224"
"1959","12","173.775","173.826","NA","NA","NA","173.765","NA","NA","173.814","NA","NA","NA","173.779","NA","NA","NA","NA","NA","NA","NA","173.796","173.7918"
"1960","1","173.872","173.991","NA","NA","NA","173.862","NA","NA","173.951","NA","NA","NA","173.8","NA","173.882","173.91","NA","NA","NA","NA","173.899333333333","173.895428571429"
"1960","2","173.912","173.991","NA","NA","NA","173.874","NA","NA","173.976","NA","NA","NA","173.861","NA","173.895","174.126","NA","NA","NA","NA","173.953833333333","173.947857142857"
"1960","3","173.918","173.918","NA","NA","NA","173.908","NA","NA","173.924","NA","NA","NA","173.901","NA","173.923","173.89","NA","NA","NA","NA","173.910666666667","173.911714285714"
"1960","4","174.086","174.104","NA","NA","NA","174.079","NA","NA","174.104","NA","NA","NA","174.078","NA","174.108","174.055","NA","NA","NA","NA","174.088","174.087714285714"
"1960","5","174.208","174.213","NA","NA","NA","174.207","NA","NA","174.21","NA","NA","NA","174.212","NA","174.222","174.207","NA","NA","NA","NA","174.211833333333","174.211285714286"
"1960","6","174.293","174.32","NA","NA","NA","174.295","NA","NA","174.308","NA","NA","NA","174.306","NA","174.313","174.342","NA","NA","NA","NA","174.314","174.311"
"1960","7","174.326","174.344","NA","NA","NA","174.322","NA","NA","174.332","NA","NA","NA","174.327","NA","174.321","174.328","NA","NA","NA","NA","174.329","174.328571428571"
"1960","8","174.311","174.29","NA","NA","NA","174.365","NA","NA","174.296","NA","NA","NA","174.334","NA","174.31","174.29","NA","NA","NA","NA","174.314166666667","174.313714285714"
"1960","9","174.232","174.213","174.219","NA","NA","174.225","NA","NA","174.214","NA","NA","NA","174.242","NA","174.188","174.27","NA","NA","NA","NA","174.224428571429","174.225375"
"1960","10","174.083","174.122","174.119","NA","NA","174.063","NA","NA","174.104","NA","NA","NA","174.062","NA","174.105","174.07","NA","NA","NA","NA","174.092142857143","174.091"
"1960","11","173.924","174.122","174.07","NA","NA","173.862","NA","NA","174.04","NA","NA","NA","173.803","NA","173.972","173.995","NA","NA","NA","NA","173.980571428571","173.9735"
"1960","12","173.833","174.012","173.963","NA","NA","173.792","NA","NA","173.936","NA","NA","NA","173.773","NA","173.842","174.058","NA","NA","NA","NA","173.910857142857","173.901125"
"1961","1","173.79","173.857","173.863","NA","NA","173.771","NA","NA","173.842","NA","NA","NA","173.767","NA","173.888","173.508","NA","NA","NA","NA","173.785142857143","173.78575"
"1961","2","173.796","173.781","173.805","NA","NA","173.807","NA","NA","173.799","NA","NA","NA","173.794","NA","173.783","173.723","NA","NA","NA","NA","173.784571428571","173.786"
"1961","3","174.006","173.979","174.009","NA","NA","174.027","NA","NA","173.997","NA","NA","NA","174.041","NA","173.987","174.137","NA","NA","NA","NA","174.025285714286","174.022875"
"1961","4","174.174","174.201","174.207","NA","NA","174.167","NA","NA","174.192","NA","NA","NA","174.175","NA","174.153","174.087","NA","NA","NA","NA","174.168857142857","174.1695"
"1961","5","174.397","174.411","174.414","NA","NA","174.399","NA","NA","174.402","NA","NA","NA","174.401","NA","174.424","174.403","NA","NA","NA","NA","174.407714285714","174.406375"
"1961","6","174.375","174.396","174.393","NA","NA","174.353","NA","NA","174.381","NA","NA","NA","174.364","NA","174.39","174.273","NA","NA","NA","NA","174.364285714286","174.365625"
"1961","7","174.317","174.347","174.341","NA","NA","174.313","NA","NA","174.335","NA","NA","NA","174.306","NA","174.322","174.308","NA","NA","NA","NA","174.324571428571","174.323625"
"1961","8","174.29","174.305","174.302","NA","NA","174.283","NA","NA","174.299","NA","NA","NA","174.279","NA","174.253","174.415","NA","NA","NA","NA","174.305142857143","174.30325"
"1961","9","174.198","174.262","174.244","NA","NA","174.191","NA","NA","174.223","NA","NA","NA","174.178","NA","174.168","174.31","NA","NA","NA","NA","174.225142857143","174.22175"
"1961","10","174.031","174.082","174.079","NA","NA","174.012","NA","NA","174.058","NA","NA","NA","173.968","NA","174","174.107","NA","NA","NA","NA","174.043714285714","174.042125"
"1961","11","173.909","173.969","173.972","NA","NA","173.884","NA","NA","173.951","NA","NA","NA","173.858","NA","173.895","173.873","NA","173.912","173.924","NA","173.915333333333","173.9147"
"1961","12","173.83","174.006","173.966","NA","NA","173.786","NA","NA","173.93","NA","NA","NA","173.748","NA","173.835","173.787","NA","173.8","173.834","NA","173.854666666667","173.8522"
"1962","1","173.741","173.942","173.908","NA","NA","173.725","NA","NA","173.857","NA","NA","NA","173.718","NA","173.75","173.938","NA","173.898","173.783","NA","173.835444444444","173.826"
"1962","2","173.784","173.777","173.786","NA","NA","173.789","NA","NA","173.781","NA","NA","NA","173.8","NA","173.773","173.737","NA","173.771","173.763","NA","173.775222222222","173.7761"
"1962","3","173.878","173.857","173.869","NA","NA","173.88","NA","NA","173.863","NA","NA","NA","173.898","NA","173.848","173.958","NA","173.935","173.885","NA","173.888111111111","173.8871"
"1962","4","173.985","174.009","174.006","NA","NA","173.981","NA","NA","174","NA","NA","NA","173.977","NA","173.941","174.037","173.905","174.023","173.97","NA","173.9849","173.984909090909"
"1962","5","174.012","174.021","174.021","NA","NA","174.027","NA","NA","174.012","NA","NA","NA","174.05","NA","174.007","174.015","174.02","174.031","174.037","NA","174.0241","174.023"
"1962","6","174.049","174.03","174.03","NA","NA","174.06","NA","NA","174.025","NA","NA","NA","174.093","NA","174.054","174.066","174.061","174.07","174.073","NA","174.0562","174.055545454545"
"1962","7","174.028","174.052","174.039","NA","NA","174.033","NA","NA","174.034","NA","NA","NA","174.044","NA","174.006","174","174.04","174.013","174.017","NA","174.0278","174.027818181818"
"1962","8","173.988","173.979","173.988","NA","NA","173.987","NA","NA","173.982","NA","NA","NA","174.001","NA","173.988","173.978","174.016","173.994","174.006","NA","173.9919","173.991545454545"
"1962","9","173.912","173.921","173.914","NA","NA","173.902","NA","NA","173.915","NA","NA","NA","173.904","NA","173.899","173.923","173.922","173.92","173.902","NA","173.9122","173.912181818182"
"1962","10","173.857","173.927","173.905","NA","NA","173.826","NA","NA","173.89","NA","NA","NA","173.8","NA","173.889","173.843","173.915","173.863","173.885","NA","173.8743","173.872727272727"
"1962","11","173.833","173.817","173.823","NA","NA","173.829","NA","NA","173.82","NA","NA","NA","173.828","NA","173.865","173.796","173.875","173.838","173.873","NA","173.8364","173.836090909091"
"1962","12","173.76","173.936","173.893","NA","NA","173.701","NA","NA","173.866","NA","NA","NA","173.642","NA","173.774","173.872","173.75","173.853","173.841","NA","173.8128","173.808"
"1963","1","173.659","173.775","173.753","NA","NA","173.631","NA","NA","173.735","NA","NA","NA","173.633","NA","173.663","173.774","173.66","173.734","173.691","NA","173.7049","173.700727272727"
"1963","2","173.589","173.613","173.619","NA","NA","173.6","NA","NA","173.595","NA","NA","NA","173.596","NA","173.605","173.632","173.586","173.633","173.615","NA","173.6094","173.607545454545"
"1963","3","173.68","173.704","173.71","NA","NA","173.679","NA","NA","173.701","NA","NA","NA","173.672","NA","173.674","173.668","173.7","173.683","173.68","NA","173.6871","173.686454545455"
"1963","4","173.872","173.893","173.899","NA","NA","173.862","NA","NA","173.881","NA","NA","NA","173.849","NA","173.835","173.868","173.858","173.883","NA","NA","173.869777777778","173.87"
"1963","5","173.933","173.942","173.939","NA","NA","173.929","NA","NA","173.93","NA","NA","NA","173.937","NA","173.909","173.931","173.931","173.941","NA","NA","173.932111111111","173.9322"
"1963","6","173.921","173.924","173.924","NA","NA","173.914","NA","NA","173.924","NA","NA","NA","173.922","NA","173.906","173.963","173.904","173.964","173.918","NA","173.9263","173.925818181818"
"1963","7","173.845","173.875","173.866","NA","NA","173.841","NA","NA","173.845","NA","NA","NA","173.849","NA","173.804","173.903","173.824","173.85","173.841","NA","173.8498","173.849363636364"
"1963","8","173.799","173.838","173.817","NA","NA","173.789","NA","NA","173.811","NA","NA","NA","173.779","NA","173.78","173.905","173.736","173.867","173.831","NA","173.8153","173.813818181818"
"1963","9","173.72","173.695","173.695","NA","NA","173.74","NA","NA","173.692","NA","173.76","NA","173.77","NA","173.738","173.654","173.774","173.69","173.737","NA","173.722272727273","173.722083333333"
"1963","10","173.622","173.637","173.631","NA","NA","173.621","NA","NA","173.622","NA","173.645","NA","173.623","NA","173.63","173.608","173.64","173.614","173.622","NA","173.626636363636","173.62625"
"1963","11","173.54","173.68","173.64","NA","NA","173.487","NA","NA","173.619","NA","173.471","NA","173.422","NA","173.516","173.77","173.448","173.685","173.597","NA","173.575909090909","173.572916666667"
"1963","12","173.464","173.637","173.597","NA","NA","173.39","NA","NA","173.561","NA","173.389","NA","173.34","NA","173.447","173.69","173.339","173.636","173.505","NA","173.502818181818","173.499583333333"
"1964","1","173.439","173.549","173.515","NA","NA","173.405","NA","NA","173.485","NA","173.404","NA","173.392","NA","173.484","173.589","173.4","173.555","173.527","NA","173.482272727273","173.478666666667"
"1964","2","173.473","173.509","173.509","NA","NA","173.448","NA","NA","173.488","NA","173.437","NA","173.431","NA","173.509","173.434","173.523","173.462","173.504","NA","173.477636363636","173.47725"
"1964","3","173.574","173.588","173.6","NA","NA","173.496","NA","NA","173.592","NA","173.532","NA","173.535","NA","173.585","173.685","173.51","173.665","173.627","NA","173.583181818182","173.582416666667"
"1964","4","173.741","173.732","173.735","NA","NA","173.756","NA","NA","173.726","NA","173.76","NA","173.788","NA","173.742","173.768","173.716","173.749","173.758","NA","173.748181818182","173.747583333333"
"1964","5","173.833","173.86","173.844","NA","NA","173.838","NA","NA","173.836","NA","173.831","NA","173.825","NA","173.842","173.83","173.862","173.859","173.864","NA","173.844636363636","173.843666666667"
"1964","6","173.811","173.832","173.817","NA","NA","173.816","NA","NA","173.793","NA","173.818","NA","173.812","NA","173.816","173.825","173.811","173.825","173.813","NA","173.816181818182","173.81575"
"1964","7","173.769","173.796","173.774","NA","NA","173.774","NA","NA","173.756","NA","173.763","NA","173.773","NA","173.775","173.818","173.773","173.794","173.769","NA","173.778636363636","173.777833333333"
"1964","8","173.702","173.735","173.716","NA","NA","173.698","NA","NA","173.701","NA","173.69","NA","173.69","NA","173.676","173.699","173.677","173.687","173.683","NA","173.695636363636","173.696166666667"
"1964","9","173.622","173.659","173.631","NA","NA","173.618","NA","NA","173.634","NA","173.608","NA","173.617","NA","173.634","173.51","173.671","173.543","173.591","NA","173.610545454545","173.6115"
"1964","10","173.47","173.552","173.524","NA","NA","173.448","NA","NA","173.503","NA","173.431","NA","173.437","NA","173.485","173.47","173.472","173.48","173.473","NA","173.479545454545","173.47875"
"1964","11","173.388","173.531","173.479","NA","NA","173.341","NA","NA","173.455","NA","173.321","NA","173.294","NA","173.443","173.4","173.422","173.427","173.432","NA","173.413181818182","173.411083333333"
"1964","12","173.382","173.46","173.415","NA","NA","173.362","NA","NA","173.4","NA","173.349","NA","173.358","NA","173.358","173.558","173.286","173.482","173.405","NA","173.403","173.40125"
"1965","1","173.452","173.524","173.5","NA","NA","173.426","NA","NA","173.479","NA","173.407","NA","173.422","NA","173.569","173.235","173.677","173.31","173.422","NA","173.451909090909","173.451916666667"
"1965","2","173.5","173.549","173.536","NA","NA","173.457","NA","NA","173.497","NA","173.446","NA","173.462","NA","173.56","173.539","173.517","173.547","173.564","NA","173.515818181818","173.5145"
"1965","3","173.671","173.677","173.68","NA","NA","173.655","NA","NA","173.65","NA","173.651","NA","173.669","NA","173.713","173.726","173.677","173.721","173.714","NA","173.684818181818","173.683666666667"
"1965","4","173.79","173.777","173.777","NA","NA","173.801","NA","NA","173.775","NA","173.803","NA","173.837","NA","173.799","173.784","173.788","173.786","173.788","NA","173.792272727273","173.792083333333"
"1965","5","173.881","173.893","173.887","NA","NA","173.887","NA","NA","173.881","NA","173.885","NA","173.889","NA","173.914","173.867","173.905","173.89","173.883","NA","173.889181818182","173.8885"
"1965","6","173.878","173.884","173.872","NA","NA","173.917","NA","NA","173.872","NA","173.913","NA","173.94","NA","173.909","173.729","174.002","173.769","173.819","NA","173.875090909091","173.875333333333"
"1965","7","173.833","173.86","173.841","NA","NA","173.85","NA","NA","173.839","NA","173.846","NA","173.849","NA","173.845","173.85","173.866","173.844","173.811","NA","173.845545454545","173.8445"
"1965","8","173.79","173.832","173.802","NA","NA","173.777","NA","NA","173.793","NA","173.767","NA","173.758","NA","173.804","173.826","173.771","173.813","173.768","NA","173.791909090909","173.79175"
"1965","9","173.753","173.768","173.75","NA","NA","173.762","NA","NA","173.744","NA","173.763","NA","173.761","NA","173.758","173.934","173.653","173.885","173.778","NA","173.777818181818","173.77575"
"1965","10","173.671","173.79","173.747","NA","NA","173.612","NA","NA","173.729","NA","173.596","NA","173.581","NA","173.65","173.746","173.631","173.728","173.699","NA","173.682636363636","173.681666666667"
"1965","11","173.635","173.799","173.747","NA","NA","173.563","NA","NA","173.726","NA","173.529","NA","173.498","NA","173.645","173.651","173.67","173.663","173.683","NA","173.652181818182","173.65075"
